iteration,game_nr,division,date,home,away,home_goals,away_goals
1,1,1,2026-01-20,Montenegro,Switzerland,30.780329,29.94672
1,2,1,2026-01-20,North Macedonia,Romania,34.251955,29.236553
1,3,1,2026-01-20,Poland,Italy,32.720967,28.541916
1,4,1,2026-01-20,Denmark,Portugal,32.964389,27.679143
1,5,1,2026-01-20,Hungary,Iceland,17.516268,34.763631
1,6,1,2026-01-20,Slovenia,Faroe Islands,34.038786,32.321845
1,7,1,2026-01-21,Netherlands,Georgia,35.834955,24.078247
1,8,1,2026-01-21,Sweden,Croatia,32.416577,27.386311
2,1,1,2026-01-20,Montenegro,Switzerland,29.595152,33.256161
2,2,1,2026-01-20,North Macedonia,Romania,32.048912,31.964936
2,3,1,2026-01-20,Poland,Italy,31.108395,27.943549
2,4,1,2026-01-20,Denmark,Portugal,31.22552,25.453679
2,5,1,2026-01-20,Hungary,Iceland,32.244424,35.516852
2,6,1,2026-01-20,Slovenia,Faroe Islands,34.990646,27.484828
2,7,1,2026-01-21,Netherlands,Georgia,30.529036,33.62286
2,8,1,2026-01-21,Sweden,Croatia,36.952698,33.268625
3,1,1,2026-01-20,Montenegro,Switzerland,26.885155,33.460048
3,2,1,2026-01-20,North Macedonia,Romania,26.17846,25.982006
3,3,1,2026-01-20,Poland,Italy,33.455172,34.56878
3,4,1,2026-01-20,Denmark,Portugal,30.182036,23.245434
3,5,1,2026-01-20,Hungary,Iceland,30.739394,31.829317
3,6,1,2026-01-20,Slovenia,Faroe Islands,27.525822,21.684115
3,7,1,2026-01-21,Netherlands,Georgia,40.163495,29.61553
3,8,1,2026-01-21,Sweden,Croatia,33.041961,25.292351
4,1,1,2026-01-20,Montenegro,Switzerland,30.195306,35.517216
4,2,1,2026-01-20,North Macedonia,Romania,27.576451,26.599445
4,3,1,2026-01-20,Poland,Italy,32.512377,33.19214
4,4,1,2026-01-20,Denmark,Portugal,37.008293,31.659671
4,5,1,2026-01-20,Hungary,Iceland,29.152656,40.003881
4,6,1,2026-01-20,Slovenia,Faroe Islands,34.144698,22.840363
4,7,1,2026-01-21,Netherlands,Georgia,31.6169,37.538137
4,8,1,2026-01-21,Sweden,Croatia,43.164599,35.513234
5,1,1,2026-01-20,Montenegro,Switzerland,29.428509,29.706582
5,2,1,2026-01-20,North Macedonia,Romania,32.994065,25.808745
5,3,1,2026-01-20,Poland,Italy,34.518044,32.337092
5,4,1,2026-01-20,Denmark,Portugal,31.161427,27.029961
5,5,1,2026-01-20,Hungary,Iceland,34.002661,28.00291
5,6,1,2026-01-20,Slovenia,Faroe Islands,26.481727,33.945696
5,7,1,2026-01-21,Netherlands,Georgia,33.050503,28.888006
5,8,1,2026-01-21,Sweden,Croatia,34.289903,31.9362
6,1,1,2026-01-20,Montenegro,Switzerland,25.528561,32.755103
6,2,1,2026-01-20,North Macedonia,Romania,31.90466,33.383556
6,3,1,2026-01-20,Poland,Italy,28.914855,23.875237
6,4,1,2026-01-20,Denmark,Portugal,36.50751,39.192797
6,5,1,2026-01-20,Hungary,Iceland,19.366816,30.298081
6,6,1,2026-01-20,Slovenia,Faroe Islands,31.055002000000002,34.327751
6,7,1,2026-01-21,Netherlands,Georgia,33.730703,35.147302
6,8,1,2026-01-21,Sweden,Croatia,38.151784,25.461051
7,1,1,2026-01-20,Montenegro,Switzerland,32.138152,31.767521
7,2,1,2026-01-20,North Macedonia,Romania,28.62881,40.182865
7,3,1,2026-01-20,Poland,Italy,32.756621,24.437067
7,4,1,2026-01-20,Denmark,Portugal,32.710289,31.757628
7,5,1,2026-01-20,Hungary,Iceland,32.72299,33.409035
7,6,1,2026-01-20,Slovenia,Faroe Islands,24.070143,29.475503
7,7,1,2026-01-21,Netherlands,Georgia,36.19272,32.782408
7,8,1,2026-01-21,Sweden,Croatia,33.984792,24.995792
8,1,1,2026-01-20,Montenegro,Switzerland,33.170143,31.519705
8,2,1,2026-01-20,North Macedonia,Romania,32.198852,27.624071
8,3,1,2026-01-20,Poland,Italy,28.537475,26.105005
8,4,1,2026-01-20,Denmark,Portugal,28.752737,24.539917
8,5,1,2026-01-20,Hungary,Iceland,31.815209,36.741453
